"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 18:40:45,6933,3503,1715,1715
2024-04-19 18:41:00,6818,3419,1717,1682
2024-04-19 18:41:15,1894,1022,436,435
2024-04-19 18:41:30,44.7,21.7,10.9,12.1
2024-04-19 18:41:45,44.8,21.9,10.9,11.9
2024-04-19 18:42:00,32.5,15.1,7.55,9.87
2024-04-19 18:42:15,10.8,6.51,2.12,2.21
2024-04-19 18:42:30,21.8,13.1,4.33,4.42
2024-04-19 18:42:45,22.1,13.3,4.40,4.42
2024-04-19 18:43:00,22.9,13.2,5.40,4.34
2024-04-19 18:43:15,5.46,0,1.11,4.35
2024-04-19 18:43:30,19.6,9.68,5.53,4.41
2024-04-19 18:43:45,36.8,13.1,8.80,14.9
2024-04-19 18:44:00,84.7,42.1,21.5,21.0
2024-04-19 18:44:15,115,53.5,35.6,26.2
2024-04-19 18:44:30,1073,434,430,208
2024-04-19 18:44:45,1260,513,490,258
