"Time","machine69","machine70","All Machines","machine77"
2024-04-19 18:40:45,0.0527,0.0485,0.123,0.0214
2024-04-19 18:41:00,0.0537,0.0485,0.126,0.0214
2024-04-19 18:41:15,0.0537,0.0485,0.126,0.0240
2024-04-19 18:41:30,0.0537,0.0565,0.134,0.0240
2024-04-19 18:41:45,0.00123,0.0565,0.0817,0.0240
2024-04-19 18:42:00,0.00123,0.00821,0.0185,0.00279
2024-04-19 18:42:15,0.00748,0.00821,0.0304,0.0148
2024-04-19 18:42:30,0.00748,0.00829,0.0424,0.0148
2024-04-19 18:42:45,0.00748,0.0202,0.0424,0.0148
2024-04-19 18:43:00,0.0127,0.0202,0.0487,0.0148
2024-04-19 18:43:15,0.0138,0.0202,0.0607,0.0267
2024-04-19 18:43:30,0.0138,0.0322,0.0727,0.0267
2024-04-19 18:43:45,0.0138,0.0322,0.0727,0.0267
2024-04-19 18:44:00,0.0200,0.0322,0.0790,0.0267
2024-04-19 18:44:15,0.0200,0.0322,0.0909,0.0387
2024-04-19 18:44:30,0.0200,0.0442,0.103,0.0387
2024-04-19 18:44:45,0.0200,0.0442,0.103,0.0387
