"Time","orderers","peers","Total"
2024-04-19 18:40:45,0.682,0.913,1.59
2024-04-19 18:41:00,0.733,0.956,1.69
2024-04-19 18:41:15,0.805,0.969,1.77
2024-04-19 18:41:30,0.865,0.995,1.86
2024-04-19 18:41:45,0.722,0.851,1.57
2024-04-19 18:42:00,0.340,0.460,0.800
2024-04-19 18:42:15,0.400,0.476,0.875
2024-04-19 18:42:30,0.358,0.495,0.852
2024-04-19 18:42:45,0.416,0.516,0.932
2024-04-19 18:43:00,0.489,0.535,1.02
2024-04-19 18:43:15,0.460,0.550,1.01
2024-04-19 18:43:30,0.522,0.564,1.09
2024-04-19 18:43:45,0.576,0.591,1.17
2024-04-19 18:44:00,0.544,0.601,1.15
2024-04-19 18:44:15,0.599,0.623,1.22
2024-04-19 18:44:30,0.644,0.634,1.28
2024-04-19 18:44:45,0.618,0.647,1.27
