"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 18:40:45,14941,12234,2664,42.5
2024-04-19 18:41:00,91952,74788,13207,3958
2024-04-19 18:41:15,184449,147423,27660,9366
2024-04-19 18:41:30,272713,216910,40706,15096
2024-04-19 18:41:45,355010,282812,52315,19882
2024-04-19 18:42:00,353693,281459,52171,20064
2024-04-19 18:42:15,354163,281902,52172,20088
2024-04-19 18:42:30,359026,287055,51654,20318
2024-04-19 18:42:45,357370,284093,52750,20528
2024-04-19 18:43:00,353272,280394,52575,20303
2024-04-19 18:43:15,359506,286173,52703,20630
2024-04-19 18:43:30,355224,281975,52494,20756
2024-04-19 18:43:45,355142,282385,52348,20409
2024-04-19 18:44:00,354004,281451,51996,20557
2024-04-19 18:44:15,357761,285263,51883,20616
2024-04-19 18:44:30,350862,278410,52069,20383
2024-04-19 18:44:45,359834,286799,52343,20692
