"Time","orderers","peers","Total"
2024-07-31 19:36:00,0.125,4.15,4.15
2024-07-31 19:36:15,0.193,4.39,4.39
2024-07-31 19:36:30,0.256,4.50,4.50
2024-07-31 19:36:45,0.316,4.62,4.62
2024-07-31 19:37:00,0.322,4.49,4.49
2024-07-31 19:37:15,0.383,4.58,4.58
2024-07-31 19:37:30,0.434,4.71,4.71
2024-07-31 19:37:45,0.402,4.76,4.76
2024-07-31 19:38:00,0.440,4.89,4.89
2024-07-31 19:38:15,0.528,4.86,4.86
2024-07-31 19:38:30,0.482,4.80,4.80
2024-07-31 19:38:45,0.549,4.96,4.96
2024-07-31 19:39:00,0.607,4.97,4.97
2024-07-31 19:39:15,0.586,4.94,4.94
2024-07-31 19:39:30,0.621,4.94,4.94
2024-07-31 19:39:45,0.705,5.17,5.17
2024-07-31 19:40:00,0.672,5.22,5.22
2024-07-31 19:40:15,0.695,5.16,5.16
2024-07-31 19:40:30,0.696,5.11,5.11
2024-07-31 19:40:45,0.696,5.33,5.33
2024-07-31 19:41:00,0.696,5.33,5.33
