"Time","Total","Peers","Orderers"
2024-07-31 19:36:00,0.696,0.154,0.000641
2024-07-31 19:36:15,0.697,0.155,0.000866
2024-07-31 19:36:30,0.697,0.155,0.000965
2024-07-31 19:36:45,0.697,0.155,0.000965
2024-07-31 19:37:00,0.697,0.155,0.000965
2024-07-31 19:37:15,0.704,0.160,0.00266
2024-07-31 19:37:30,0.705,0.160,0.00293
2024-07-31 19:37:45,0.705,0.160,0.00293
2024-07-31 19:38:00,0.705,0.160,0.00293
2024-07-31 19:38:15,0.712,0.165,0.00462
2024-07-31 19:38:30,0.712,0.165,0.00490
2024-07-31 19:38:45,0.712,0.165,0.00490
2024-07-31 19:39:00,0.712,0.165,0.00490
2024-07-31 19:39:15,0.719,0.171,0.00659
2024-07-31 19:39:30,0.719,0.171,0.00672
2024-07-31 19:39:45,0.719,0.171,0.00686
2024-07-31 19:40:00,0.719,0.171,0.00686
2024-07-31 19:40:15,0.726,0.175,0.00834
2024-07-31 19:40:30,0.726,0.175,0.00843
2024-07-31 19:40:45,0.726,0.175,0.00853
2024-07-31 19:41:00,0.726,0.175,0.00853
