"Time","machine69","machine70","All Machines","machine77"
2024-07-31 19:36:00,0.344,0.176,0.696,0.176
2024-07-31 19:36:15,0.344,0.176,0.697,0.176
2024-07-31 19:36:30,0.345,0.176,0.697,0.176
2024-07-31 19:36:45,0.345,0.176,0.697,0.176
2024-07-31 19:37:00,0.345,0.176,0.697,0.176
2024-07-31 19:37:15,0.345,0.178,0.704,0.176
2024-07-31 19:37:30,0.348,0.178,0.705,0.176
2024-07-31 19:37:45,0.348,0.178,0.705,0.178
2024-07-31 19:38:00,0.348,0.178,0.705,0.178
2024-07-31 19:38:15,0.348,0.180,0.712,0.178
2024-07-31 19:38:30,0.352,0.180,0.712,0.178
2024-07-31 19:38:45,0.352,0.180,0.712,0.180
2024-07-31 19:39:00,0.352,0.180,0.712,0.180
2024-07-31 19:39:15,0.352,0.182,0.719,0.180
2024-07-31 19:39:30,0.355,0.182,0.719,0.180
2024-07-31 19:39:45,0.355,0.182,0.719,0.182
2024-07-31 19:40:00,0.355,0.182,0.719,0.182
2024-07-31 19:40:15,0.355,0.184,0.726,0.182
2024-07-31 19:40:30,0.358,0.184,0.726,0.182
2024-07-31 19:40:45,0.358,0.184,0.726,0.184
2024-07-31 19:41:00,0.358,0.184,0.726,0.184
