"Time","Total","Peers","Orderers"
2024-04-17 22:21:00,5.33,4.31,1.02
2024-04-17 22:21:15,5.18,4.22,0.964
2024-04-17 22:21:30,5.16,4.18,0.982
2024-04-17 22:21:45,5.18,4.18,1.000
2024-04-17 22:22:00,5.22,4.20,1.02
2024-04-17 22:22:15,5.22,4.22,1.000
2024-04-17 22:22:30,5.38,4.35,1.04
2024-04-17 22:22:45,5.38,4.36,1.02
2024-04-17 22:23:00,5.76,4.67,1.09
2024-04-17 22:23:15,28.0,23.1,4.89
2024-04-17 22:23:30,53.2,44.2,9.05
2024-04-17 22:23:45,80.0,66.6,13.4
2024-04-17 22:24:00,102,84.9,17.3
2024-04-17 22:24:15,102,85.2,17.3
2024-04-17 22:24:30,103,85.3,17.4
2024-04-17 22:24:45,101,83.7,17.3
2024-04-17 22:25:00,99.6,82.7,17.0
2024-04-17 22:25:15,99.2,82.5,16.8
2024-04-17 22:25:30,98.7,82.0,16.7
2024-04-17 22:25:45,98.2,81.5,16.7
2024-04-17 22:26:00,97.5,80.9,16.6
2024-04-17 22:26:15,96.5,79.9,16.6
2024-04-17 22:26:30,96.9,80.4,16.5
2024-04-17 22:26:45,96.6,80.2,16.4
2024-04-17 22:27:00,97.4,80.8,16.6
2024-04-17 22:27:15,78.2,64.7,13.5
2024-04-17 22:27:30,53.1,43.8,9.31
2024-04-17 22:27:45,28.3,23.4,4.95
