"Time","All machines","machine69","machine70"
2024-04-17 22:21:00,937013147,481482777,437141143
2024-04-17 22:21:15,696273628,240743163,437141175
2024-04-17 22:21:30,468489921,240743371,218570016
2024-04-17 22:21:45,468490273,240743451,218570229
2024-04-17 22:22:00,468490782,240743611,218570360
2024-04-17 22:22:15,468491401,240743839,218570526
2024-04-17 22:22:30,468492001,240744151,218570652
2024-04-17 22:22:45,468492517,240744223,218570776
2024-04-17 22:23:00,468493247,240744435,218571115
2024-04-17 22:23:15,468498406,240745395,218572358
2024-04-17 22:23:30,468504799,240746900,218573695
2024-04-17 22:23:45,468510771,240748211,218574913
2024-04-17 22:24:00,468517256,240749450,218576265
2024-04-17 22:24:15,468524855,240750660,218577382
2024-04-17 22:24:30,468531034,240751901,218578951
2024-04-17 22:24:45,468537250,240753050,218580126
2024-04-17 22:25:00,468543156,240754557,218581341
2024-04-17 22:25:15,468549316,240755700,218582673
2024-04-17 22:25:30,468555919,240757061,218583982
2024-04-17 22:25:45,468562889,240758152,218585330
2024-04-17 22:26:00,468568073,240759476,218586713
2024-04-17 22:26:15,468575517,240760966,218587886
2024-04-17 22:26:30,468581743,240762347,218589173
2024-04-17 22:26:45,468587194,240763437,218590322
2024-04-17 22:27:00,468593891,240764779,218591850
2024-04-17 22:27:15,468596286,240765206,218592196
2024-04-17 22:27:30,468596796,240765456,218592308
2024-04-17 22:27:45,468597476,240765818,218592492
