"Time","All machines","machine69","machine70"
2024-04-17 22:21:00,2.29,0.692,0.723
2024-04-17 22:21:15,1.78,0.178,0.722
2024-04-17 22:21:30,0.599,0.172,0.185
2024-04-17 22:21:45,0.598,0.171,0.185
2024-04-17 22:22:00,0.601,0.173,0.187
2024-04-17 22:22:15,0.586,0.173,0.185
2024-04-17 22:22:30,0.572,0.172,0.172
2024-04-17 22:22:45,0.570,0.171,0.171
2024-04-17 22:23:00,0.574,0.172,0.172
2024-04-17 22:23:15,0.728,0.232,0.223
2024-04-17 22:23:30,0.835,0.270,0.255
2024-04-17 22:23:45,0.920,0.297,0.287
2024-04-17 22:24:00,0.928,0.296,0.289
2024-04-17 22:24:15,1.03,0.328,0.311
2024-04-17 22:24:30,1.12,0.362,0.348
2024-04-17 22:24:45,1.12,0.363,0.351
2024-04-17 22:25:00,1.21,0.383,0.384
2024-04-17 22:25:15,1.32,0.421,0.396
2024-04-17 22:25:30,1.33,0.430,0.424
2024-04-17 22:25:45,1.45,0.467,0.461
2024-04-17 22:26:00,1.50,0.503,0.471
2024-04-17 22:26:15,1.58,0.506,0.507
2024-04-17 22:26:30,1.68,0.548,0.541
2024-04-17 22:26:45,1.76,0.575,0.550
2024-04-17 22:27:00,1.79,0.574,0.583
2024-04-17 22:27:15,1.76,0.574,0.562
2024-04-17 22:27:30,1.76,0.571,0.563
2024-04-17 22:27:45,1.76,0.571,0.564
