"Time","Total","Peers","Orderers","Couchdb"
2024-04-17 22:21:00,1625091183,1624744700,280303,66180
2024-04-17 22:21:15,1117968704,1117774529,153049,41126
2024-04-17 22:21:30,812223689,812211499,11375,815
2024-04-17 22:21:45,812227348,812214527,12006,815
2024-04-17 22:22:00,812231243,812217721,12707,815
2024-04-17 22:22:15,812235181,812220987,13379,815
2024-04-17 22:22:30,812239119,812224294,14010,815
2024-04-17 22:22:45,812243587,812228100,14672,815
2024-04-17 22:23:00,812248992,812232491,15680,821
2024-04-17 22:23:15,812318272,812284614,29725,3933
2024-04-17 22:23:30,812391130,812338720,44443,7967
2024-04-17 22:23:45,812467676,812398462,57383,11831
2024-04-17 22:24:00,812540353,812452662,71975,15716
2024-04-17 22:24:15,812619048,812512173,86813,20062
2024-04-17 22:24:30,812689023,812564508,100622,23893
2024-04-17 22:24:45,812765942,812623389,114769,27784
2024-04-17 22:25:00,812838222,812677787,129081,31354
2024-04-17 22:25:15,812911627,812733136,143132,35359
2024-04-17 22:25:30,812991090,812795143,156603,39344
2024-04-17 22:25:45,813066018,812851467,170975,43576
2024-04-17 22:26:00,813135570,812904095,184134,47341
2024-04-17 22:26:15,813210781,812961010,197970,51801
2024-04-17 22:26:30,813282699,813015065,211673,55961
2024-04-17 22:26:45,813355045,813070204,225171,59670
2024-04-17 22:27:00,813434011,813131255,238925,63831
2024-04-17 22:27:15,813456108,813148047,243025,65036
2024-04-17 22:27:30,813459809,813151076,243692,65041
2024-04-17 22:27:45,813464015,813154542,244432,65041
