"Time","orderers","peers","Total"
2024-08-01 00:21:00,0.123,3.78,3.78
2024-08-01 00:21:15,0.123,3.88,3.88
2024-08-01 00:21:30,0.125,3.82,3.82
2024-08-01 00:21:45,0.125,4.08,4.08
2024-08-01 00:22:00,0.125,4.22,4.22
2024-08-01 00:22:15,0.130,4.13,4.13
2024-08-01 00:22:30,0.129,4.13,4.13
2024-08-01 00:22:45,0.133,4.20,4.20
2024-08-01 00:23:00,0.133,4.05,4.05
2024-08-01 00:23:15,0.133,3.93,3.93
2024-08-01 00:23:30,0.133,4.16,4.16
2024-08-01 00:23:45,0.133,4.06,4.06
2024-08-01 00:24:00,0.135,4.08,4.08
2024-08-01 00:24:15,0.135,4.19,4.19
2024-08-01 00:24:30,0.136,4.20,4.20
2024-08-01 00:24:45,0.136,4.25,4.25
2024-08-01 00:25:00,0.136,4.07,4.07
2024-08-01 00:25:15,0.136,4.14,4.14
2024-08-01 00:25:30,0.136,4.05,4.05
2024-08-01 00:25:45,0.136,4.26,4.26
2024-08-01 00:26:00,0.136,4.26,4.26
2024-08-01 00:26:15,0.136,4.70,4.70
2024-08-01 00:26:30,0.136,4.62,4.62
2024-08-01 00:26:45,0.136,4.36,4.36
2024-08-01 00:27:00,0.136,4.30,4.30
