"Time","machine69","machine70","All Machines","machine77"
2024-08-01 00:21:00,0.347,0.178,0.702,0.178
2024-08-01 00:21:15,0.347,0.178,0.702,0.178
2024-08-01 00:21:30,0.347,0.178,0.702,0.178
2024-08-01 00:21:45,0.347,0.178,0.702,0.178
2024-08-01 00:22:00,0.347,0.178,0.702,0.178
2024-08-01 00:22:15,0.347,0.178,0.705,0.178
2024-08-01 00:22:30,0.347,0.179,0.705,0.178
2024-08-01 00:22:45,0.347,0.179,0.705,0.179
2024-08-01 00:23:00,0.347,0.179,0.705,0.179
2024-08-01 00:23:15,0.347,0.181,0.710,0.179
2024-08-01 00:23:30,0.348,0.181,0.710,0.179
2024-08-01 00:23:45,0.348,0.181,0.710,0.181
2024-08-01 00:24:00,0.348,0.181,0.710,0.181
2024-08-01 00:24:15,0.348,0.181,0.715,0.181
2024-08-01 00:24:30,0.349,0.183,0.715,0.181
2024-08-01 00:24:45,0.349,0.183,0.715,0.183
2024-08-01 00:25:00,0.349,0.183,0.715,0.183
2024-08-01 00:25:15,0.349,0.185,0.719,0.183
2024-08-01 00:25:30,0.350,0.185,0.719,0.183
2024-08-01 00:25:45,0.350,0.185,0.719,0.185
2024-08-01 00:26:00,0.350,0.185,0.719,0.185
2024-08-01 00:26:15,0.350,0.185,0.721,0.185
2024-08-01 00:26:30,0.350,0.185,0.721,0.185
2024-08-01 00:26:45,0.350,0.185,0.721,0.185
2024-08-01 00:27:00,0.350,0.185,0.721,0.185
