"Time","Total","Peers","Orderers"
2024-08-01 00:21:00,2.72,2.10,0.620
2024-08-01 00:21:15,2.76,2.14,0.620
2024-08-01 00:21:30,3,2.34,0.660
2024-08-01 00:21:45,5.52,4.64,0.880
2024-08-01 00:22:00,12.3,11.4,0.880
2024-08-01 00:22:15,15.7,14.9,0.800
2024-08-01 00:22:30,20.1,19.5,0.600
2024-08-01 00:22:45,20.2,19.6,0.600
2024-08-01 00:23:00,20.7,20.1,0.560
2024-08-01 00:23:15,21.0,20.5,0.540
2024-08-01 00:23:30,20.3,19.7,0.540
2024-08-01 00:23:45,20.0,19.4,0.620
2024-08-01 00:24:00,19.4,18.9,0.580
2024-08-01 00:24:15,19.9,19.3,0.580
2024-08-01 00:24:30,20.6,20.0,0.580
2024-08-01 00:24:45,20.7,20.1,0.600
2024-08-01 00:25:00,20.0,19.4,0.620
2024-08-01 00:25:15,20.0,19.5,0.580
2024-08-01 00:25:30,19.5,19.0,0.560
2024-08-01 00:25:45,17.8,17.2,0.580
2024-08-01 00:26:00,11.9,11.4,0.577
2024-08-01 00:26:15,7.78,7.18,0.600
2024-08-01 00:26:30,2.74,2.20,0.540
2024-08-01 00:26:45,2.07,1.67,0.406
2024-08-01 00:27:00,2.62,2.08,0.540
