"Time","Total","Peers","Orderers"
2024-08-04 11:18:00,3.78,3.12,0.660
2024-08-04 11:18:15,7.16,4.70,2.46
2024-08-04 11:18:30,32.8,26.9,5.92
2024-08-04 11:18:45,48.0,37.7,10.2
2024-08-04 11:19:00,72.3,58.9,13.3
2024-08-04 11:19:15,72.8,59.1,13.7
2024-08-04 11:19:30,75.0,60.9,14.1
2024-08-04 11:19:45,75.6,61.4,14.2
2024-08-04 11:20:00,73.7,59.8,13.9
2024-08-04 11:20:15,72.3,58.5,13.8
2024-08-04 11:20:30,71.5,57.9,13.6
2024-08-04 11:20:45,71.9,58.3,13.6
2024-08-04 11:21:00,71.9,58.6,13.3
2024-08-04 11:21:15,71.9,58.5,13.4
2024-08-04 11:21:30,71.6,58.4,13.3
2024-08-04 11:21:45,71.1,58.1,13.0
2024-08-04 11:22:00,69.5,56.6,12.8
2024-08-04 11:22:15,67.0,55.3,11.7
2024-08-04 11:22:30,43.0,34.4,8.62
2024-08-04 11:22:45,28.4,23.9,4.42
2024-08-04 11:23:00,4.74,3.46,1.28
