"Time","orderers","peers","Total"
2024-08-04 11:18:00,0.144,3.77,3.77
2024-08-04 11:18:15,0.179,3.92,3.92
2024-08-04 11:18:30,0.235,4.18,4.18
2024-08-04 11:18:45,0.302,4.17,4.17
2024-08-04 11:19:00,0.333,4.15,4.15
2024-08-04 11:19:15,0.372,4.14,4.14
2024-08-04 11:19:30,0.412,4.23,4.23
2024-08-04 11:19:45,0.468,4.33,4.33
2024-08-04 11:20:00,0.458,4.26,4.26
2024-08-04 11:20:15,0.531,4.50,4.50
2024-08-04 11:20:30,0.550,4.47,4.47
2024-08-04 11:20:45,0.548,4.57,4.57
2024-08-04 11:21:00,0.605,4.62,4.62
2024-08-04 11:21:15,0.640,4.54,4.54
2024-08-04 11:21:30,0.637,4.66,4.66
2024-08-04 11:21:45,0.702,4.77,4.77
2024-08-04 11:22:00,0.714,4.90,4.90
2024-08-04 11:22:15,0.716,4.86,4.86
2024-08-04 11:22:30,0.719,4.77,4.77
2024-08-04 11:22:45,0.721,4.82,4.82
2024-08-04 11:23:00,0.721,4.87,4.87
