"Time","Total","Peers","Orderers"
2024-08-04 11:18:00,0.733,0.154,0.000648
2024-08-04 11:18:15,0.734,0.154,0.000774
2024-08-04 11:18:30,0.734,0.154,0.000790
2024-08-04 11:18:45,0.734,0.154,0.000790
2024-08-04 11:19:00,0.734,0.154,0.000790
2024-08-04 11:19:15,0.737,0.156,0.00248
2024-08-04 11:19:30,0.741,0.160,0.00276
2024-08-04 11:19:45,0.741,0.160,0.00276
2024-08-04 11:20:00,0.741,0.160,0.00276
2024-08-04 11:20:15,0.745,0.161,0.00445
2024-08-04 11:20:30,0.749,0.165,0.00471
2024-08-04 11:20:45,0.749,0.165,0.00471
2024-08-04 11:21:00,0.749,0.165,0.00471
2024-08-04 11:21:15,0.752,0.167,0.00640
2024-08-04 11:21:30,0.756,0.170,0.00668
2024-08-04 11:21:45,0.756,0.170,0.00668
2024-08-04 11:22:00,0.756,0.170,0.00668
2024-08-04 11:22:15,0.759,0.172,0.00840
2024-08-04 11:22:30,0.763,0.175,0.00853
2024-08-04 11:22:45,0.763,0.175,0.00853
2024-08-04 11:23:00,0.763,0.175,0.00853
