"Time","Total","Peers","Orderers"
2024-08-04 11:18:00,0.624,0.131,0.000552
2024-08-04 11:18:15,0.624,0.131,0.000659
2024-08-04 11:18:30,0.625,0.131,0.000672
2024-08-04 11:18:45,0.625,0.131,0.000672
2024-08-04 11:19:00,0.625,0.131,0.000672
2024-08-04 11:19:15,0.628,0.133,0.00211
2024-08-04 11:19:30,0.631,0.136,0.00235
2024-08-04 11:19:45,0.631,0.136,0.00235
2024-08-04 11:20:00,0.631,0.136,0.00235
2024-08-04 11:20:15,0.634,0.137,0.00378
2024-08-04 11:20:30,0.637,0.140,0.00401
2024-08-04 11:20:45,0.637,0.140,0.00401
2024-08-04 11:21:00,0.637,0.140,0.00401
2024-08-04 11:21:15,0.640,0.142,0.00545
2024-08-04 11:21:30,0.643,0.145,0.00568
2024-08-04 11:21:45,0.643,0.145,0.00568
2024-08-04 11:22:00,0.643,0.145,0.00568
2024-08-04 11:22:15,0.646,0.146,0.00715
2024-08-04 11:22:30,0.649,0.149,0.00726
2024-08-04 11:22:45,0.649,0.149,0.00726
2024-08-04 11:23:00,0.649,0.149,0.00726
