"Time","Total","Peers","Orderers"
2024-06-13 16:50:45,655,0.151,0.000637
2024-06-13 16:51:00,655,0.151,0.000637
2024-06-13 16:51:15,655,0.151,0.000637
2024-06-13 16:51:30,655,0.151,0.000641
2024-06-13 16:51:45,655,0.151,0.000641
2024-06-13 16:52:00,655,0.151,0.000641
2024-06-13 16:52:15,655,0.151,0.000641
2024-06-13 16:52:30,655,0.151,0.000813
2024-06-13 16:52:45,655,0.151,0.000813
2024-06-13 16:53:00,655,0.151,0.000813
2024-06-13 16:53:15,655,0.151,0.000813
2024-06-13 16:53:30,655,0.153,0.00193
2024-06-13 16:53:45,655,0.156,0.00200
2024-06-13 16:54:00,655,0.156,0.00200
2024-06-13 16:54:15,656,0.162,0.00315
2024-06-13 16:54:30,656,0.162,0.00336
2024-06-13 16:54:45,656,0.162,0.00336
2024-06-13 16:55:00,656,0.162,0.00336
2024-06-13 16:55:15,656,0.167,0.00336
2024-06-13 16:55:30,656,0.167,0.00459
2024-06-13 16:55:45,656,0.167,0.00459
2024-06-13 16:56:00,656,0.167,0.00459
2024-06-13 16:56:15,657,0.172,0.00459
2024-06-13 16:56:30,657,0.172,0.00567
2024-06-13 16:56:45,657,0.172,0.00567
2024-06-13 16:57:00,657,0.172,0.00567
