"Time","Total","Peers","Orderers","Couchsdb"
2024-06-13 16:50:45,284262,5193,2663,334
2024-06-13 16:51:00,247650,2643,2695,419
2024-06-13 16:51:15,241782,2851,2665,555
2024-06-13 16:51:30,240329,3067,2660,400
2024-06-13 16:51:45,245858,2945,2667,422
2024-06-13 16:52:00,252553,3241,2638,360
2024-06-13 16:52:15,731226,20901,10967,2602
2024-06-13 16:52:30,1450399,50027,20366,6500
2024-06-13 16:52:45,2641969,95272,35030,11299
2024-06-13 16:53:00,3298023,118656,41295,14748
2024-06-13 16:53:15,2977998,108428,36767,13235
2024-06-13 16:53:30,2550544,85438,34754,13066
2024-06-13 16:53:45,3306425,121888,43126,16036
2024-06-13 16:54:00,2849144,106356,40912,14330
2024-06-13 16:54:15,3291446,114147,46055,14869
2024-06-13 16:54:30,3421477,127437,45185,16522
2024-06-13 16:54:45,3309295,125510,40719,16137
2024-06-13 16:55:00,3302307,124906,39541,16211
2024-06-13 16:55:15,3280352,124967,39302,16055
2024-06-13 16:55:30,3264059,124951,39746,15954
2024-06-13 16:55:45,3310298,125039,40463,15721
2024-06-13 16:56:00,3343783,125173,40808,15642
2024-06-13 16:56:15,3052580,112943,37387,13974
2024-06-13 16:56:30,2399014,88850,30213,11017
2024-06-13 16:56:45,1174209,39361,14430,4857
2024-06-13 16:57:00,516059,14682,6307,1115
