"Time","orderers","peers","Total"
2024-06-13 16:50:45,0.359,341,341
2024-06-13 16:51:00,0.360,341,341
2024-06-13 16:51:15,0.360,341,341
2024-06-13 16:51:30,0.360,343,343
2024-06-13 16:51:45,0.360,343,343
2024-06-13 16:52:00,0.361,343,343
2024-06-13 16:52:15,0.476,346,346
2024-06-13 16:52:30,0.635,348,348
2024-06-13 16:52:45,0.859,351,351
2024-06-13 16:53:00,0.977,349,349
2024-06-13 16:53:15,0.963,350,350
2024-06-13 16:53:30,1.11,352,352
2024-06-13 16:53:45,1.32,360,360
2024-06-13 16:54:00,1.24,355,355
2024-06-13 16:54:15,1.50,357,357
2024-06-13 16:54:30,1.51,358,358
2024-06-13 16:54:45,1.60,361,361
2024-06-13 16:55:00,1.71,358,358
2024-06-13 16:55:15,1.88,361,361
2024-06-13 16:55:30,1.84,361,361
2024-06-13 16:55:45,2.08,363,363
2024-06-13 16:56:00,2.17,364,364
2024-06-13 16:56:15,2.13,364,364
2024-06-13 16:56:30,2.14,364,364
2024-06-13 16:56:45,2.15,367,367
2024-06-13 16:57:00,2.15,364,364
