"Time","All machines","machine69","machine70"
2024-04-17 23:06:00,53866257,41942951,11783586
2024-04-17 23:06:15,53866257,41942951,11783586
2024-04-17 23:06:30,53866257,41942951,11783586
2024-04-17 23:06:45,32894257,20970951,11783586
2024-04-17 23:07:00,26932603,20970951,5891792
2024-04-17 23:07:15,26932603,20970951,5891792
2024-04-17 23:07:30,26932604,20970952,5891792
2024-04-17 23:07:45,26932610,20970957,5891792
2024-04-17 23:08:00,26932629,20970977,5891792
2024-04-17 23:08:15,26932649,20970997,5891792
2024-04-17 23:08:30,26932649,20970997,5891792
2024-04-17 23:08:45,26932669,20971017,5891792
2024-04-17 23:09:00,26932684,20971032,5891792
2024-04-17 23:09:15,26932694,20971042,5891792
2024-04-17 23:09:30,26932695,20971043,5891792
2024-04-17 23:09:45,26932695,20971043,5891792
2024-04-17 23:10:00,26932695,20971043,5891792
2024-04-17 23:10:15,26932706,20971054,5891792
2024-04-17 23:10:30,26932706,20971054,5891792
2024-04-17 23:10:45,26932716,20971064,5891792
2024-04-17 23:11:00,26932716,20971064,5891792
2024-04-17 23:11:15,26932722,20971070,5891792
2024-04-17 23:11:30,26932869,20971217,5891792
2024-04-17 23:11:45,26932877,20971225,5891792
