"Time","machine69","machine70","All Machines"
2024-04-17 23:06:00,0.00757,0.00980,0.0118
2024-04-17 23:06:15,0.00757,0.00980,0.0118
2024-04-17 23:06:30,0.00757,0.00980,0.0118
2024-04-17 23:06:45,0.00141,0.00980,0.00869
2024-04-17 23:07:00,0.00141,0.00139,0.00207
2024-04-17 23:07:15,0.00141,0.00139,0.00207
2024-04-17 23:07:30,0.00141,0.00139,0.00207
2024-04-17 23:07:45,0.0160,0.00139,0.00937
2024-04-17 23:08:00,0.0160,0.00139,0.0170
2024-04-17 23:08:15,0.0160,0.00139,0.0170
2024-04-17 23:08:30,0.0160,0.0707,0.0516
2024-04-17 23:08:45,0.0590,0.0707,0.0731
2024-04-17 23:09:00,0.0590,0.0707,0.0895
2024-04-17 23:09:15,0.0590,0.0707,0.0895
2024-04-17 23:09:30,0.0590,0.141,0.125
2024-04-17 23:09:45,0.0910,0.141,0.146
2024-04-17 23:10:00,0.102,0.141,0.163
2024-04-17 23:10:15,0.102,0.141,0.163
2024-04-17 23:10:30,0.102,0.220,0.202
2024-04-17 23:10:45,0.144,0.220,0.223
2024-04-17 23:11:00,0.144,0.220,0.240
2024-04-17 23:11:15,0.144,0.220,0.240
2024-04-17 23:11:30,0.144,0.297,0.278
2024-04-17 23:11:45,0.167,0.297,0.289
