"Time","All machines","machine69","machine70"
2024-04-17 23:06:00,0.00308,0.00213,0.00106
2024-04-17 23:06:15,0.00308,0.00213,0.00106
2024-04-17 23:06:30,0.00308,0.00213,0.00106
2024-04-17 23:06:45,0.00237,0.000693,0.00106
2024-04-17 23:07:00,0.00100,0.000693,0.000335
2024-04-17 23:07:15,0.00100,0.000693,0.000335
2024-04-17 23:07:30,0.00100,0.000693,0.000335
2024-04-17 23:07:45,0.00202,0.00272,0.000335
2024-04-17 23:08:00,0.00327,0.00272,0.000335
2024-04-17 23:08:15,0.00327,0.00272,0.000335
2024-04-17 23:08:30,0.00600,0.00272,0.00306
2024-04-17 23:08:45,0.00897,0.00272,0.00306
2024-04-17 23:09:00,0.0117,0.00867,0.00306
2024-04-17 23:09:15,0.0117,0.00867,0.00306
2024-04-17 23:09:30,0.0145,0.00867,0.00588
2024-04-17 23:09:45,0.0174,0.00867,0.00588
2024-04-17 23:10:00,0.0201,0.0146,0.00588
2024-04-17 23:10:15,0.0201,0.0146,0.00588
2024-04-17 23:10:30,0.0232,0.0146,0.00897
2024-04-17 23:10:45,0.0262,0.0205,0.00897
2024-04-17 23:11:00,0.0289,0.0205,0.00897
2024-04-17 23:11:15,0.0289,0.0205,0.00897
2024-04-17 23:11:30,0.0318,0.0205,0.0119
2024-04-17 23:11:45,0.0339,0.0245,0.0119
