"Time","machine69","machine70","All Machines","machine77"
2024-06-23 23:25:15,507,397,651,198
2024-06-23 23:25:30,507,397,651,198
2024-06-23 23:25:45,507,397,651,198
2024-06-23 23:26:00,507,397,651,199
2024-06-23 23:26:15,507,397,651,199
2024-06-23 23:26:30,507,397,651,199
2024-06-23 23:26:45,507,397,651,199
2024-06-23 23:27:00,508,397,651,199
2024-06-23 23:27:15,508,397,651,199
2024-06-23 23:27:30,508,397,651,199
2024-06-23 23:27:45,508,397,651,199
2024-06-23 23:28:00,508,397,651,199
2024-06-23 23:28:15,508,397,651,199
2024-06-23 23:28:30,508,398,652,199
2024-06-23 23:28:45,508,398,652,199
2024-06-23 23:29:00,508,398,652,199
2024-06-23 23:29:15,508,398,652,199
2024-06-23 23:29:30,508,398,652,199
2024-06-23 23:29:45,509,398,652,199
2024-06-23 23:30:00,509,398,652,199
2024-06-23 23:30:15,509,398,652,199
2024-06-23 23:30:30,509,398,652,199
2024-06-23 23:30:45,509,398,652,199
2024-06-23 23:31:00,509,398,652,199
2024-06-23 23:31:15,509,398,652,199
