"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 23:25:15,0,0,0,0
2024-06-23 23:25:30,0,0,0,0
2024-06-23 23:25:45,0,0,0,0
2024-06-23 23:26:00,0,0,0,0
2024-06-23 23:26:15,1271,50.3,50.4,102
2024-06-23 23:26:30,1672,50.7,50.2,109
2024-06-23 23:26:45,1608,50.1,57.6,108
2024-06-23 23:27:00,1858,85.8,95.4,134
2024-06-23 23:27:15,498,36.0,48.1,28.9
2024-06-23 23:27:30,517,35.3,42.9,29.4
2024-06-23 23:27:45,907,43.2,43.1,29.2
2024-06-23 23:28:00,1502,46.3,54.3,39.1
2024-06-23 23:28:15,1769,65.0,64.4,43.1
2024-06-23 23:28:30,2621,180,180,114
2024-06-23 23:28:45,1965,163,178,105
2024-06-23 23:29:00,1571,139,169,102
2024-06-23 23:29:15,631,5.98,23.0,2.39
2024-06-23 23:29:30,662,8.38,12.1,2.40
2024-06-23 23:29:45,574,11.9,7.34,4.80
2024-06-23 23:30:00,384,11.2,7.02,4.92
2024-06-23 23:30:15,388,15.6,10.8,7.28
2024-06-23 23:30:30,69.1,3.56,3.62,2.44
2024-06-23 23:30:45,713,3.62,3.56,2.41
2024-06-23 23:31:00,1066,0,0,0
2024-06-23 23:31:15,1051,7.36,7.19,4.85
