"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 23:25:15,254349,2912,3281,410
2024-06-23 23:25:30,253831,3062,3319,195
2024-06-23 23:25:45,540720,12188,8702,1463
2024-06-23 23:26:00,1383673,44170,21674,5483
2024-06-23 23:26:15,2596308,86926,44434,10408
2024-06-23 23:26:30,3404206,116694,58345,13833
2024-06-23 23:26:45,3715133,125957,60920,15469
2024-06-23 23:27:00,3727897,125563,60341,15447
2024-06-23 23:27:15,3672632,124523,59468,15434
2024-06-23 23:27:30,3673715,124362,58262,15461
2024-06-23 23:27:45,3641989,123707,59276,15607
2024-06-23 23:28:00,3643428,124019,59641,15635
2024-06-23 23:28:15,3655462,124677,59852,15657
2024-06-23 23:28:30,3656539,124975,60594,15657
2024-06-23 23:28:45,3668059,125485,61347,15636
2024-06-23 23:29:00,3621680,124834,61176,15606
2024-06-23 23:29:15,3631435,123987,59812,15539
2024-06-23 23:29:30,3626486,123048,59395,15521
2024-06-23 23:29:45,3464827,118451,56968,14982
2024-06-23 23:30:00,2595801,87092,42244,10834
2024-06-23 23:30:15,1447721,46024,23010,5694
2024-06-23 23:30:30,650920,8233,11847,1614
2024-06-23 23:30:45,243489,2402,3144,87.6
2024-06-23 23:31:00,247821,2301,3141,84.4
2024-06-23 23:31:15,241641,2433,3142,99.6
