"Time","Total","Peers","Orderers","Couchdb"
2024-06-23 23:25:15,1890256732,58924,8347,626
2024-06-23 23:25:30,1890301151,59977,9212,707
2024-06-23 23:25:45,1890607360,68849,14712,1769
2024-06-23 23:26:00,1891307785,95896,27265,5681
2024-06-23 23:26:15,1892386829,132259,50460,11013
2024-06-23 23:26:30,1893098993,160181,67645,14798
2024-06-23 23:26:45,1894182346,197080,85105,20049
2024-06-23 23:27:00,1894898753,225150,99075,23833
2024-06-23 23:27:15,1895918628,258305,118652,29121
2024-06-23 23:27:30,1896645637,292925,129636,32216
2024-06-23 23:27:45,1897685740,320798,152240,38448
2024-06-23 23:28:00,1898417001,341937,163467,42806
2024-06-23 23:28:15,1899437207,383300,185147,48226
2024-06-23 23:28:30,1900180909,410803,195929,52087
2024-06-23 23:28:45,1901189259,445600,218443,57450
2024-06-23 23:29:00,1901920972,472463,229736,61637
2024-06-23 23:29:15,1902911871,507381,250750,66865
2024-06-23 23:29:30,1903575752,540416,262298,70972
2024-06-23 23:29:45,1904514387,564295,281349,75712
2024-06-23 23:30:00,1904560430,564951,282094,75729
2024-06-23 23:30:15,1904614759,565668,282956,75762
2024-06-23 23:30:30,1904663523,566245,283704,75769
2024-06-23 23:30:45,1904715279,566943,284551,75799
2024-06-23 23:31:00,1904760361,567476,285295,75819
2024-06-23 23:31:15,1904815817,568217,286191,75887
