"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 23:25:15,208012,3072,3365,279
2024-06-23 23:25:30,208590,3327,3409,145
2024-06-23 23:25:45,497934,12792,9033,1339
2024-06-23 23:26:00,1305692,45079,23481,5951
2024-06-23 23:26:15,2498004,88246,48430,11655
2024-06-23 23:26:30,3270737,118633,64757,15935
2024-06-23 23:26:45,3570031,127939,69255,18095
2024-06-23 23:27:00,3571688,127585,68831,18174
2024-06-23 23:27:15,3521496,125866,67825,18441
2024-06-23 23:27:30,3515266,125258,65533,18475
2024-06-23 23:27:45,3488793,123948,66584,18727
2024-06-23 23:28:00,3493467,123998,66616,18804
2024-06-23 23:28:15,3502963,124394,66430,19028
2024-06-23 23:28:30,3503010,124399,66485,19009
2024-06-23 23:28:45,3509083,124877,66508,19077
2024-06-23 23:29:00,3465205,124389,66261,18919
2024-06-23 23:29:15,3472167,123389,65670,18800
2024-06-23 23:29:30,3463111,122518,65575,18811
2024-06-23 23:29:45,3295555,117859,62814,18069
2024-06-23 23:30:00,2473852,86643,47241,13132
2024-06-23 23:30:15,1348446,45875,24972,6914
2024-06-23 23:30:30,592231,8299,12740,1872
2024-06-23 23:30:45,201668,2543,3219,87.6
2024-06-23 23:31:00,201793,2459,3219,90.5
2024-06-23 23:31:15,198781,2550,3218,146
