"Time","orderers","peers","Total"
2024-06-23 23:25:15,0.129,108,108
2024-06-23 23:25:30,0.129,109,109
2024-06-23 23:25:45,0.151,109,109
2024-06-23 23:26:00,0.186,110,110
2024-06-23 23:26:15,0.270,110,110
2024-06-23 23:26:30,0.321,111,111
2024-06-23 23:26:45,0.322,110,110
2024-06-23 23:27:00,0.391,111,111
2024-06-23 23:27:15,0.422,112,112
2024-06-23 23:27:30,0.399,112,112
2024-06-23 23:27:45,0.484,113,113
2024-06-23 23:28:00,0.508,113,113
2024-06-23 23:28:15,0.515,113,113
2024-06-23 23:28:30,0.565,114,114
2024-06-23 23:28:45,0.607,113,113
2024-06-23 23:29:00,0.595,114,114
2024-06-23 23:29:15,0.667,114,114
2024-06-23 23:29:30,0.689,115,115
2024-06-23 23:29:45,0.686,115,115
2024-06-23 23:30:00,0.689,115,115
2024-06-23 23:30:15,0.692,115,115
2024-06-23 23:30:30,0.693,115,115
2024-06-23 23:30:45,0.694,114,114
2024-06-23 23:31:00,0.695,115,115
2024-06-23 23:31:15,0.695,115,115
