"Time","All machines","machine69","machine70"
2024-04-17 22:41:00,32876704,20953395,11783587
2024-04-17 22:41:15,26915047,20953395,5891792
2024-04-17 22:41:30,26915047,20953395,5891792
2024-04-17 22:41:45,26915047,20953395,5891792
2024-04-17 22:42:00,26915047,20953395,5891792
2024-04-17 22:42:15,47868322,41906670,5891792
2024-04-17 22:42:30,47868322,41906670,5891792
2024-04-17 22:42:45,53760114,41906670,11783584
2024-04-17 22:43:00,53760114,41906670,11783584
2024-04-17 22:43:15,53829974,41906670,11783584
2024-04-17 22:43:30,53829974,41906670,11783584
2024-04-17 22:43:45,53829999,41906685,11783584
2024-04-17 22:44:00,53830014,41906710,11783584
2024-04-17 22:44:15,53830034,41906730,11783584
2024-04-17 22:44:30,53830034,41906730,11783584
2024-04-17 22:44:45,53830034,41906730,11783584
2024-04-17 22:45:00,32876640,20953336,11783584
2024-04-17 22:45:15,26914998,20953346,5891792
2024-04-17 22:45:30,26914998,20953346,5891792
2024-04-17 22:45:45,26914998,20953346,5891792
2024-04-17 22:46:00,26914998,20953346,5891792
2024-04-17 22:46:15,26914998,20953346,5891792
2024-04-17 22:46:30,26915000,20953348,5891792
2024-04-17 22:46:45,26915023,20953371,5891792
2024-04-17 22:47:00,26915023,20953371,5891792
2024-04-17 22:47:15,26915104,20953427,5891792
2024-04-17 22:47:30,26915444,20953792,5891792
2024-04-17 22:47:45,26915450,20953797,5891792
