"Time","Total","Peers","Orderers","Couchsdb"
2024-04-17 22:41:00,379,178,103,98.8
2024-04-17 22:42:15,319,145,87.5,86.8
2024-04-17 22:42:30,956,474,241,241
2024-04-17 22:42:45,3661,1881,872,907
2024-04-17 22:43:00,3434,1705,855,874
2024-04-17 22:43:15,6180,3070,1537,1573
2024-04-17 22:43:30,6309,3119,1574,1617
2024-04-17 22:43:45,6956,3317,1666,1973
2024-04-17 22:44:00,9740,3992,2229,3519
2024-04-17 22:44:15,15824,4859,3518,7447
2024-04-17 22:44:30,21871,6276,4549,11046
2024-04-17 22:44:45,24957,6733,5177,13047
2024-04-17 22:45:00,27195,7284,5616,14294
2024-04-17 22:45:15,25535,6879,5077,13579
2024-04-17 22:45:30,25832,6737,5338,13757
2024-04-17 22:45:45,25361,6672,5108,13582
2024-04-17 22:46:00,24825,6611,5210,13005
2024-04-17 22:46:15,25101,6646,5121,13334
2024-04-17 22:46:30,24914,6763,5172,12979
2024-04-17 22:46:45,25249,6703,5166,13381
2024-04-17 22:47:00,25449,6800,5235,13414
2024-04-17 22:47:15,25076,6768,5303,13005
2024-04-17 22:47:30,25674,6947,5262,13465
2024-04-17 22:47:45,25849,7028,5304,13517
