"Time","All machines","machine69","machine70"
2024-04-17 22:41:00,1169974433,523295320,618901134
2024-04-17 22:41:15,846476981,523295320,309319672
2024-04-17 22:41:30,846476981,523295320,309319672
2024-04-17 22:41:45,846476981,523295320,309319672
2024-04-17 22:42:00,846476981,523295320,309319672
2024-04-17 22:42:15,1369772308,1046590611,309319672
2024-04-17 22:42:30,1369773450,1046591747,309319672
2024-04-17 22:42:45,1679094804,1046592763,618640299
2024-04-17 22:43:00,1679097589,1046593915,618641381
2024-04-17 22:43:15,1692967290,1046595140,618643246
2024-04-17 22:43:30,1692971628,1046596318,618644592
2024-04-17 22:43:45,1692979076,1046597874,618649671
2024-04-17 22:44:00,1693049513,1046637829,618668284
2024-04-17 22:44:15,1693182429,1046684540,618712251
2024-04-17 22:44:30,1693290835,1046730220,618741308
2024-04-17 22:44:45,1693398841,1046775930,618773483
2024-04-17 22:45:00,1170218572,523528175,618804564
2024-04-17 22:45:15,847137709,523583416,309516199
2024-04-17 22:45:30,847241467,523620955,309540472
2024-04-17 22:45:45,847350850,523668559,309576044
2024-04-17 22:46:00,847458802,523713015,309608618
2024-04-17 22:46:15,847575092,523761258,309638968
2024-04-17 22:46:30,847680927,523808061,309669247
2024-04-17 22:46:45,847783538,523854742,309701137
2024-04-17 22:47:00,847897127,523899639,309731772
2024-04-17 22:47:15,847998016,523945622,309761335
2024-04-17 22:47:30,848107859,523992741,309792197
2024-04-17 22:47:45,848215512,524038507,309817081
