"Time","Total","Peers","Orderers"
2024-04-17 22:41:00,1.13,0.559,0.572
2024-04-17 22:41:15,0.564,,0.564
2024-04-17 22:41:30,0.746,,0.746
2024-04-17 22:41:45,2.66,1.72,0.942
2024-04-17 22:42:00,3.29,2.19,1.10
2024-04-17 22:42:15,3.75,2.64,1.11
2024-04-17 22:42:30,5.83,4.72,1.11
2024-04-17 22:42:45,5.25,4.14,1.11
2024-04-17 22:43:00,6.90,5.81,1.09
2024-04-17 22:43:15,6.66,5.51,1.15
2024-04-17 22:43:30,6.36,5.28,1.07
2024-04-17 22:43:45,8.22,6.85,1.36
2024-04-17 22:44:00,26.8,21.9,4.91
2024-04-17 22:44:15,51.0,41.3,9.73
2024-04-17 22:44:30,75.9,61.8,14.0
2024-04-17 22:44:45,92.2,75.2,17.0
2024-04-17 22:45:00,98.2,79.9,18.3
2024-04-17 22:45:15,96.4,78.9,17.5
2024-04-17 22:45:30,98.0,80.1,17.9
2024-04-17 22:45:45,96.7,79.2,17.4
2024-04-17 22:46:00,96.1,78.9,17.3
2024-04-17 22:46:15,96.5,79.1,17.4
2024-04-17 22:46:30,96.1,78.7,17.4
2024-04-17 22:46:45,96.2,78.9,17.3
2024-04-17 22:47:00,95.3,78.1,17.2
2024-04-17 22:47:15,93.8,76.9,16.9
2024-04-17 22:47:30,93.9,77.1,16.8
2024-04-17 22:47:45,93.7,76.8,16.9
