"Time","machine69","machine70","All Machines","machine77"
2024-06-14 15:53:15,245,227,689,217
2024-06-14 15:53:30,245,227,689,217
2024-06-14 15:53:45,245,227,689,217
2024-06-14 15:54:00,245,227,689,217
2024-06-14 15:54:15,245,227,689,217
2024-06-14 15:54:30,245,227,689,217
2024-06-14 15:54:45,245,227,689,217
2024-06-14 15:55:00,245,227,689,217
2024-06-14 15:55:15,245,227,689,217
2024-06-14 15:55:30,245,227,689,217
2024-06-14 15:55:45,245,227,689,217
2024-06-14 15:56:00,245,227,689,217
2024-06-14 15:56:15,246,227,689,217
2024-06-14 15:56:30,246,227,689,217
2024-06-14 15:56:45,246,227,690,217
2024-06-14 15:57:00,246,227,690,217
2024-06-14 15:57:15,246,227,690,217
2024-06-14 15:57:30,246,227,690,217
2024-06-14 15:57:45,246,227,690,217
2024-06-14 15:58:00,246,227,690,217
2024-06-14 15:58:15,246,227,690,217
2024-06-14 15:58:30,246,227,691,217
2024-06-14 15:58:45,246,227,691,217
2024-06-14 15:59:00,246,227,691,217
2024-06-14 15:59:15,246,227,691,217
2024-06-14 15:59:30,246,227,691,217
2024-06-14 15:59:45,246,227,691,217
2024-06-14 16:00:00,246,227,691,217
