"Time","orderers","peers","Total"
2024-06-14 15:53:15,0.116,109,109
2024-06-14 15:53:30,0.120,109,109
2024-06-14 15:53:45,0.120,109,109
2024-06-14 15:54:00,0.120,109,109
2024-06-14 15:54:15,0.120,109,109
2024-06-14 15:54:30,0.120,109,109
2024-06-14 15:54:45,0.155,110,110
2024-06-14 15:55:00,0.202,110,110
2024-06-14 15:55:15,0.272,111,111
2024-06-14 15:55:30,0.313,111,111
2024-06-14 15:55:45,0.362,112,112
2024-06-14 15:56:00,0.406,112,112
2024-06-14 15:56:15,0.423,113,113
2024-06-14 15:56:30,0.430,113,113
2024-06-14 15:56:45,0.509,113,113
2024-06-14 15:57:00,0.529,114,114
2024-06-14 15:57:15,0.543,114,114
2024-06-14 15:57:30,0.582,114,114
2024-06-14 15:57:45,0.659,116,116
2024-06-14 15:58:00,0.643,116,116
2024-06-14 15:58:15,0.700,116,116
2024-06-14 15:58:30,0.709,116,116
2024-06-14 15:58:45,0.722,116,116
2024-06-14 15:59:00,0.722,116,116
2024-06-14 15:59:15,0.723,116,116
2024-06-14 15:59:30,0.723,116,116
2024-06-14 15:59:45,0.724,116,116
2024-06-14 16:00:00,0.724,116,116
