"Time","orderers","peers","Total"
2024-06-14 15:53:15,0.363,340,340
2024-06-14 15:53:30,0.375,340,340
2024-06-14 15:53:45,0.375,340,340
2024-06-14 15:54:00,0.376,340,340
2024-06-14 15:54:15,0.376,340,340
2024-06-14 15:54:30,0.376,341,341
2024-06-14 15:54:45,0.486,344,344
2024-06-14 15:55:00,0.632,345,345
2024-06-14 15:55:15,0.851,347,347
2024-06-14 15:55:30,0.978,348,348
2024-06-14 15:55:45,1.13,349,349
2024-06-14 15:56:00,1.27,348,348
2024-06-14 15:56:15,1.32,353,353
2024-06-14 15:56:30,1.35,352,352
2024-06-14 15:56:45,1.59,354,354
2024-06-14 15:57:00,1.65,356,356
2024-06-14 15:57:15,1.70,357,357
2024-06-14 15:57:30,1.82,358,358
2024-06-14 15:57:45,2.06,361,361
2024-06-14 15:58:00,2.01,361,361
2024-06-14 15:58:15,2.19,361,361
2024-06-14 15:58:30,2.22,362,362
2024-06-14 15:58:45,2.26,363,363
2024-06-14 15:59:00,2.26,361,361
2024-06-14 15:59:15,2.26,362,362
2024-06-14 15:59:30,2.26,363,363
2024-06-14 15:59:45,2.26,362,362
2024-06-14 16:00:00,2.26,363,363
