"Time","Total","Peers","Orderers","Couchsdb"
2024-06-14 15:53:15,2.07,0,0,0
2024-06-14 15:53:30,26.1,0,0,0
2024-06-14 15:53:45,39.0,0,0,0
2024-06-14 15:54:00,65.8,0,0,0
2024-06-14 15:54:15,217,90.0,88.5,1.03
2024-06-14 15:54:30,224,96.7,99.8,1.16
2024-06-14 15:54:45,184,89.2,88.6,1.05
2024-06-14 15:55:00,0,0,0,0
2024-06-14 15:55:15,2.09,0,0,0
2024-06-14 15:55:30,4.56,0,0,0
2024-06-14 15:55:45,4.17,0,0,0
2024-06-14 15:56:00,4.58,0,0,0
2024-06-14 15:56:15,3.31,0,0,0
2024-06-14 15:56:30,3.51,0,0,0
2024-06-14 15:56:45,5.51,0,0,0
2024-06-14 15:57:00,2.40,0,0,0
2024-06-14 15:57:15,64.3,0,0,0
2024-06-14 15:57:30,69.2,0,0,0
2024-06-14 15:57:45,75.3,0,0,0
2024-06-14 15:58:00,39.7,0,3.42,3.40
2024-06-14 15:58:15,339,0,6.17,3.13
2024-06-14 15:58:30,351,0,6.77,3.45
2024-06-14 15:58:45,316,4.17,3.64,1.21
2024-06-14 15:59:00,94.8,4.54,3.38,1.13
2024-06-14 15:59:15,8.29,4.12,0,1.06
2024-06-14 15:59:30,8.03,4.58,1.14,1.14
2024-06-14 15:59:45,2.17,0,1.05,0
2024-06-14 16:00:00,21.3,0,2.16,0
