"Time","Total","Peers","Orderers","Couchsdb"
2024-06-14 15:53:15,247412,1969,3234,320
2024-06-14 15:53:30,255538,2785,3322,615
2024-06-14 15:53:45,259899,2812,3238,522
2024-06-14 15:54:00,262991,2924,3157,407
2024-06-14 15:54:15,260171,2888,3321,344
2024-06-14 15:54:30,263555,3030,3355,364
2024-06-14 15:54:45,655111,15844,11198,1893
2024-06-14 15:55:00,1632289,43674,24392,6085
2024-06-14 15:55:15,2934561,92603,47643,10483
2024-06-14 15:55:30,3871966,120377,61591,14214
2024-06-14 15:55:45,4092483,128876,64062,15291
2024-06-14 15:56:00,4061162,128055,63395,15278
2024-06-14 15:56:15,4015297,127921,63239,15411
2024-06-14 15:56:30,3996982,127276,62529,15550
2024-06-14 15:56:45,3971273,126323,61156,15762
2024-06-14 15:57:00,3987139,127080,61741,15687
2024-06-14 15:57:15,4018854,127151,62085,15637
2024-06-14 15:57:30,4038172,127549,62900,15511
2024-06-14 15:57:45,4041775,128195,63757,15498
2024-06-14 15:58:00,4040343,127459,63380,15477
2024-06-14 15:58:15,4026136,127677,62888,15481
2024-06-14 15:58:30,4014269,126552,62506,15404
2024-06-14 15:58:45,3705088,117166,56947,13839
2024-06-14 15:59:00,2838284,89075,44329,9866
2024-06-14 15:59:15,1473239,43080,22050,5011
2024-06-14 15:59:30,625752,12978,9993,2069
2024-06-14 15:59:45,244925,2497,3156,122
2024-06-14 16:00:00,251466,2501,3172,113
