"Time","Total","Peers","Orderers","Couchsdb"
2024-06-14 15:53:15,0,0,0,0
2024-06-14 15:53:30,0,0,0,0
2024-06-14 15:53:45,81.5,7.25,7.30,4.84
2024-06-14 15:54:00,81.6,7.21,7.17,4.83
2024-06-14 15:54:15,81.4,7.19,7.20,4.75
2024-06-14 15:54:30,0,0,0,0
2024-06-14 15:54:45,0,0,0,0
2024-06-14 15:55:00,0,0,0,0
2024-06-14 15:55:15,0,0,0,0
2024-06-14 15:55:30,0,0,0,0
2024-06-14 15:55:45,0,0,0,0
2024-06-14 15:56:00,215,0,7.85,0
2024-06-14 15:56:15,447,0,16.7,0
2024-06-14 15:56:30,1356,54.2,61.7,27.3
2024-06-14 15:56:45,1222,52.5,52.9,28.7
2024-06-14 15:57:00,885,67.5,63.9,35.4
2024-06-14 15:57:15,339,35.0,27.8,22.8
2024-06-14 15:57:30,446,53.3,39.3,28.3
2024-06-14 15:57:45,510,58.7,45.5,30.6
2024-06-14 15:58:00,452,49.6,40.9,24.7
2024-06-14 15:58:15,261,23.8,22.8,15.9
2024-06-14 15:58:30,128,15.2,13.4,2.43
2024-06-14 15:58:45,114,14.0,7.27,4.80
2024-06-14 15:59:00,113,13.8,7.15,4.76
2024-06-14 15:59:15,103,11.9,7.27,4.82
2024-06-14 15:59:30,82.1,7.31,7.19,4.71
2024-06-14 15:59:45,0,0,0,0
2024-06-14 16:00:00,0,0,0,0
