"Time","machine69","machine70","All Machines","machine77"
2024-06-14 15:53:15,417,386,586,185
2024-06-14 15:53:30,417,386,586,185
2024-06-14 15:53:45,417,386,586,185
2024-06-14 15:54:00,417,386,586,185
2024-06-14 15:54:15,417,386,586,185
2024-06-14 15:54:30,417,386,586,185
2024-06-14 15:54:45,417,386,586,185
2024-06-14 15:55:00,417,386,586,185
2024-06-14 15:55:15,418,386,586,185
2024-06-14 15:55:30,418,386,586,185
2024-06-14 15:55:45,418,386,586,185
2024-06-14 15:56:00,418,386,587,185
2024-06-14 15:56:15,418,386,587,185
2024-06-14 15:56:30,418,386,587,185
2024-06-14 15:56:45,418,386,587,185
2024-06-14 15:57:00,418,386,587,185
2024-06-14 15:57:15,418,386,587,185
2024-06-14 15:57:30,418,386,587,185
2024-06-14 15:57:45,418,386,587,185
2024-06-14 15:58:00,418,386,587,185
2024-06-14 15:58:15,419,386,588,185
2024-06-14 15:58:30,419,387,588,185
2024-06-14 15:58:45,419,387,588,185
2024-06-14 15:59:00,419,387,588,185
2024-06-14 15:59:15,419,387,588,185
2024-06-14 15:59:30,419,387,588,185
2024-06-14 15:59:45,419,387,588,185
2024-06-14 16:00:00,419,387,588,185
