"Time","orderers","peers","Total"
2024-07-31 09:30:45,0.354,12.9,12.9
2024-07-31 09:31:00,0.360,12.4,12.4
2024-07-31 09:31:15,0.372,12.1,12.1
2024-07-31 09:31:30,0.373,12.7,12.7
2024-07-31 09:31:45,0.373,12.7,12.7
2024-07-31 09:32:00,0.375,12.4,12.4
2024-07-31 09:32:15,0.525,13.6,13.6
2024-07-31 09:32:30,0.691,13.6,13.6
2024-07-31 09:32:45,0.912,13.8,13.8
2024-07-31 09:33:00,0.873,13.8,13.8
2024-07-31 09:33:15,1.09,13.9,13.9
2024-07-31 09:33:30,1.27,14.1,14.1
2024-07-31 09:33:45,1.17,14.4,14.4
2024-07-31 09:34:00,1.30,14.5,14.5
2024-07-31 09:34:15,1.58,14.5,14.5
2024-07-31 09:34:30,1.54,15.4,15.4
2024-07-31 09:34:45,1.66,15.1,15.1
2024-07-31 09:35:00,1.84,15.2,15.2
2024-07-31 09:35:15,1.79,15.3,15.3
2024-07-31 09:35:30,1.96,15.8,15.8
2024-07-31 09:35:45,2.17,16.4,16.4
2024-07-31 09:36:00,2.21,15.5,15.5
2024-07-31 09:36:15,2.15,15.9,15.9
2024-07-31 09:36:30,2.15,15.9,15.9
2024-07-31 09:36:45,2.15,16.2,16.2
2024-07-31 09:37:00,2.15,15.5,15.5
2024-07-31 09:37:15,2.15,16.1,16.1
2024-07-31 09:37:30,2.15,16.0,16.0
2024-07-31 09:37:45,2.15,16.1,16.1
