"Time","machine69","machine70","All Machines","machine77"
2024-07-31 09:30:45,0.340,0.172,0.685,0.172
2024-07-31 09:31:00,0.340,0.172,0.685,0.172
2024-07-31 09:31:15,0.340,0.172,0.685,0.172
2024-07-31 09:31:30,0.340,0.172,0.685,0.172
2024-07-31 09:31:45,0.340,0.172,0.685,0.172
2024-07-31 09:32:00,0.340,0.172,0.685,0.172
2024-07-31 09:32:15,0.340,0.173,0.685,0.172
2024-07-31 09:32:30,0.340,0.173,0.685,0.172
2024-07-31 09:32:45,0.340,0.173,0.685,0.173
2024-07-31 09:33:00,0.340,0.173,0.685,0.173
2024-07-31 09:33:15,0.340,0.174,0.693,0.173
2024-07-31 09:33:30,0.344,0.174,0.693,0.173
2024-07-31 09:33:45,0.344,0.174,0.693,0.174
2024-07-31 09:34:00,0.344,0.174,0.693,0.174
2024-07-31 09:34:15,0.344,0.176,0.700,0.174
2024-07-31 09:34:30,0.347,0.176,0.700,0.174
2024-07-31 09:34:45,0.347,0.176,0.700,0.176
2024-07-31 09:35:00,0.347,0.176,0.700,0.176
2024-07-31 09:35:15,0.347,0.178,0.707,0.176
2024-07-31 09:35:30,0.351,0.178,0.707,0.176
2024-07-31 09:35:45,0.351,0.178,0.707,0.178
2024-07-31 09:36:00,0.351,0.178,0.707,0.178
2024-07-31 09:36:15,0.351,0.180,0.714,0.178
2024-07-31 09:36:30,0.354,0.180,0.714,0.178
2024-07-31 09:36:45,0.354,0.180,0.714,0.180
2024-07-31 09:37:00,0.354,0.180,0.714,0.180
2024-07-31 09:37:15,0.354,0.180,0.714,0.180
2024-07-31 09:37:30,0.354,0.180,0.714,0.180
2024-07-31 09:37:45,0.354,0.180,0.714,0.180
