"Time","orderers","peers","Total"
2024-07-31 09:30:45,0.113,4.14,4.14
2024-07-31 09:31:00,0.115,3.98,3.98
2024-07-31 09:31:15,0.119,3.87,3.87
2024-07-31 09:31:30,0.119,4.06,4.06
2024-07-31 09:31:45,0.119,4.05,4.05
2024-07-31 09:32:00,0.120,3.97,3.97
2024-07-31 09:32:15,0.168,4.36,4.36
2024-07-31 09:32:30,0.221,4.35,4.35
2024-07-31 09:32:45,0.292,4.41,4.41
2024-07-31 09:33:00,0.279,4.43,4.43
2024-07-31 09:33:15,0.349,4.46,4.46
2024-07-31 09:33:30,0.407,4.51,4.51
2024-07-31 09:33:45,0.375,4.62,4.62
2024-07-31 09:34:00,0.415,4.66,4.66
2024-07-31 09:34:15,0.507,4.64,4.64
2024-07-31 09:34:30,0.493,4.93,4.93
2024-07-31 09:34:45,0.532,4.82,4.82
2024-07-31 09:35:00,0.589,4.85,4.85
2024-07-31 09:35:15,0.573,4.88,4.88
2024-07-31 09:35:30,0.626,5.05,5.05
2024-07-31 09:35:45,0.693,5.26,5.26
2024-07-31 09:36:00,0.707,4.97,4.97
2024-07-31 09:36:15,0.687,5.09,5.09
2024-07-31 09:36:30,0.687,5.08,5.08
2024-07-31 09:36:45,0.687,5.17,5.17
2024-07-31 09:37:00,0.688,4.96,4.96
2024-07-31 09:37:15,0.688,5.14,5.14
2024-07-31 09:37:30,0.688,5.13,5.13
2024-07-31 09:37:45,0.688,5.14,5.14
