"Time","machine69","machine70","All Machines","machine77"
2024-07-31 09:30:45,0.578,0.293,0.583,0.147
2024-07-31 09:31:00,0.578,0.293,0.583,0.147
2024-07-31 09:31:15,0.578,0.293,0.583,0.147
2024-07-31 09:31:30,0.578,0.293,0.583,0.147
2024-07-31 09:31:45,0.578,0.293,0.583,0.147
2024-07-31 09:32:00,0.578,0.293,0.583,0.147
2024-07-31 09:32:15,0.578,0.294,0.583,0.147
2024-07-31 09:32:30,0.579,0.294,0.583,0.147
2024-07-31 09:32:45,0.579,0.294,0.583,0.147
2024-07-31 09:33:00,0.579,0.294,0.583,0.147
2024-07-31 09:33:15,0.579,0.297,0.589,0.147
2024-07-31 09:33:30,0.585,0.297,0.589,0.147
2024-07-31 09:33:45,0.585,0.297,0.589,0.148
2024-07-31 09:34:00,0.585,0.297,0.589,0.148
2024-07-31 09:34:15,0.585,0.300,0.596,0.148
2024-07-31 09:34:30,0.591,0.300,0.596,0.148
2024-07-31 09:34:45,0.591,0.300,0.596,0.150
2024-07-31 09:35:00,0.591,0.300,0.596,0.150
2024-07-31 09:35:15,0.591,0.303,0.602,0.150
2024-07-31 09:35:30,0.597,0.304,0.602,0.150
2024-07-31 09:35:45,0.597,0.304,0.602,0.152
2024-07-31 09:36:00,0.597,0.304,0.602,0.152
2024-07-31 09:36:15,0.597,0.307,0.608,0.152
2024-07-31 09:36:30,0.602,0.307,0.608,0.152
2024-07-31 09:36:45,0.602,0.307,0.608,0.153
2024-07-31 09:37:00,0.602,0.307,0.608,0.153
2024-07-31 09:37:15,0.602,0.307,0.608,0.153
2024-07-31 09:37:30,0.602,0.307,0.608,0.153
2024-07-31 09:37:45,0.602,0.307,0.608,0.153
