"Time","Total","Peers","Orderers"
2024-07-31 09:30:45,3.10,2.42,0.680
2024-07-31 09:31:00,3.28,2.60,0.680
2024-07-31 09:31:15,3.38,2.70,0.680
2024-07-31 09:31:30,3.72,3.02,0.700
2024-07-31 09:31:45,3.94,3.24,0.700
2024-07-31 09:32:00,4.30,3.54,0.760
2024-07-31 09:32:15,13.9,10.0,3.88
2024-07-31 09:32:30,39.6,32.4,7.20
2024-07-31 09:32:45,56.4,44.4,12.1
2024-07-31 09:33:00,76.1,61.4,14.7
2024-07-31 09:33:15,77.2,62.2,15.0
2024-07-31 09:33:30,77.4,62.2,15.1
2024-07-31 09:33:45,76.9,62.0,14.9
2024-07-31 09:34:00,76,61.2,14.8
2024-07-31 09:34:15,75.7,60.7,15.0
2024-07-31 09:34:30,75.8,60.9,14.9
2024-07-31 09:34:45,76.1,61.1,15.0
2024-07-31 09:35:00,77.1,62.0,15.1
2024-07-31 09:35:15,76.2,61.3,14.8
2024-07-31 09:35:30,74.2,59.4,14.8
2024-07-31 09:35:45,72.9,58.7,14.3
2024-07-31 09:36:00,71.1,57.2,13.9
2024-07-31 09:36:15,64,52.5,11.5
2024-07-31 09:36:30,39.0,31.0,7.96
2024-07-31 09:36:45,23.8,20.2,3.52
2024-07-31 09:37:00,4.14,3.42,0.720
2024-07-31 09:37:15,4.14,3.34,0.800
2024-07-31 09:37:30,4.42,3.32,1.10
2024-07-31 09:37:45,4.40,3.34,1.06
