"Time","All machines","machine69","machine70"
2024-04-18 09:18:15,0.000324,0.000111,0.000111
2024-04-18 09:18:30,0.000324,0.000111,0.000111
2024-04-18 09:18:45,0.000324,0.000111,0.000111
2024-04-18 09:19:00,0.000324,0.000111,0.000111
2024-04-18 09:19:15,0.000324,0.000111,0.000111
2024-04-18 09:19:30,0.000324,0.000111,0.000111
2024-04-18 09:19:45,0.000324,0.000111,0.000111
2024-04-18 09:20:00,0.000324,0.000111,0.000111
2024-04-18 09:20:15,0.000481,0.000267,0.000111
2024-04-18 09:20:30,0.000710,0.000267,0.000111
2024-04-18 09:20:45,0.00140,0.000267,0.000797
2024-04-18 09:21:00,0.00140,0.000267,0.000797
2024-04-18 09:21:15,0.00235,0.00122,0.000797
2024-04-18 09:21:30,0.00322,0.00122,0.000797
2024-04-18 09:21:45,0.00416,0.00122,0.00174
2024-04-18 09:22:00,0.00416,0.00122,0.00174
2024-04-18 09:22:15,0.00511,0.00217,0.00174
2024-04-18 09:22:30,0.00598,0.00217,0.00174
2024-04-18 09:22:45,0.00692,0.00217,0.00269
2024-04-18 09:23:00,0.00692,0.00217,0.00269
2024-04-18 09:23:15,0.00787,0.00311,0.00269
2024-04-18 09:23:30,0.00873,0.00311,0.00269
2024-04-18 09:23:45,0.00967,0.00311,0.00363
2024-04-18 09:24:00,0.00967,0.00311,0.00363
2024-04-18 09:24:15,0.0105,0.00391,0.00363
