"Time","orderers","peers","Total"
2024-04-18 09:18:15,0.0908,0.282,0.373
2024-04-18 09:18:30,0.0925,0.282,0.374
2024-04-18 09:18:45,0.0925,0.282,0.374
2024-04-18 09:19:00,0.0925,0.282,0.374
2024-04-18 09:19:15,0.0925,0.282,0.374
2024-04-18 09:19:30,0.0925,0.282,0.374
2024-04-18 09:19:45,0.0928,0.282,0.375
2024-04-18 09:20:00,0.0951,0.300,0.395
2024-04-18 09:20:15,0.160,0.377,0.537
2024-04-18 09:20:30,0.230,0.387,0.617
2024-04-18 09:20:45,0.262,0.401,0.663
2024-04-18 09:21:00,0.288,0.424,0.712
2024-04-18 09:21:15,0.350,0.448,0.798
2024-04-18 09:21:30,0.383,0.465,0.849
2024-04-18 09:21:45,0.382,0.485,0.867
2024-04-18 09:22:00,0.439,0.493,0.932
2024-04-18 09:22:15,0.455,0.514,0.968
2024-04-18 09:22:30,0.455,0.524,0.980
2024-04-18 09:22:45,0.515,0.549,1.06
2024-04-18 09:23:00,0.517,0.556,1.07
2024-04-18 09:23:15,0.543,0.580,1.12
2024-04-18 09:23:30,0.592,0.598,1.19
2024-04-18 09:23:45,0.555,0.610,1.16
2024-04-18 09:24:00,0.625,0.631,1.26
2024-04-18 09:24:15,0.627,0.627,1.25
