"Time","orderers","peers","Total"
2024-04-18 09:18:15,0.284,0.881,1.16
2024-04-18 09:18:30,0.289,0.881,1.17
2024-04-18 09:18:45,0.289,0.881,1.17
2024-04-18 09:19:00,0.289,0.881,1.17
2024-04-18 09:19:15,0.289,0.881,1.17
2024-04-18 09:19:30,0.289,0.881,1.17
2024-04-18 09:19:45,0.290,0.881,1.17
2024-04-18 09:20:00,0.297,0.938,1.24
2024-04-18 09:20:15,0.501,1.18,1.68
2024-04-18 09:20:30,0.718,1.21,1.93
2024-04-18 09:20:45,0.819,1.25,2.07
2024-04-18 09:21:00,0.901,1.32,2.23
2024-04-18 09:21:15,1.09,1.40,2.49
2024-04-18 09:21:30,1.20,1.45,2.65
2024-04-18 09:21:45,1.19,1.52,2.71
2024-04-18 09:22:00,1.37,1.54,2.91
2024-04-18 09:22:15,1.42,1.61,3.03
2024-04-18 09:22:30,1.42,1.64,3.06
2024-04-18 09:22:45,1.61,1.71,3.33
2024-04-18 09:23:00,1.62,1.74,3.35
2024-04-18 09:23:15,1.70,1.81,3.51
2024-04-18 09:23:30,1.85,1.87,3.72
2024-04-18 09:23:45,1.73,1.91,3.64
2024-04-18 09:24:00,1.95,1.97,3.92
2024-04-18 09:24:15,1.96,1.96,3.92
