"Time","machine69","machine70","All Machines"
2024-04-18 09:18:15,0.000267,0.000214,0.000713
2024-04-18 09:18:30,0.000267,0.000214,0.000713
2024-04-18 09:18:45,0.000267,0.000214,0.000713
2024-04-18 09:19:00,0.000267,0.000214,0.000713
2024-04-18 09:19:15,0.000267,0.000214,0.000713
2024-04-18 09:19:30,0.000267,0.000214,0.000717
2024-04-18 09:19:45,0.000267,0.000214,0.000717
2024-04-18 09:20:00,0.000267,0.000214,0.000717
2024-04-18 09:20:15,0.00129,0.000214,0.00398
2024-04-18 09:20:30,0.00129,0.000214,0.00398
2024-04-18 09:20:45,0.00129,0.00639,0.0102
2024-04-18 09:21:00,0.00129,0.00644,0.0102
2024-04-18 09:21:15,0.00760,0.00644,0.0250
2024-04-18 09:21:30,0.00760,0.00644,0.0251
2024-04-18 09:21:45,0.00760,0.0150,0.0336
2024-04-18 09:22:00,0.00760,0.0150,0.0336
2024-04-18 09:22:15,0.0139,0.0150,0.0399
2024-04-18 09:22:30,0.0139,0.0150,0.0485
2024-04-18 09:22:45,0.0139,0.0236,0.0572
2024-04-18 09:23:00,0.0139,0.0236,0.0572
2024-04-18 09:23:15,0.0201,0.0236,0.0635
2024-04-18 09:23:30,0.0201,0.0236,0.0720
2024-04-18 09:23:45,0.0201,0.0323,0.0807
2024-04-18 09:24:00,0.0201,0.0323,0.0807
2024-04-18 09:24:15,0.0254,0.0323,0.0924
