"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 09:18:15,0,0,0,0
2024-04-18 09:18:30,0,0,0,0
2024-04-18 09:18:45,0,0,0,0
2024-04-18 09:19:00,0,0,0,0
2024-04-18 09:19:15,0,0,0,0
2024-04-18 09:19:30,0,0,0,0
2024-04-18 09:19:45,0,0,0,0
2024-04-18 09:20:00,5.44,3.27,1.07,1.09
2024-04-18 09:20:15,33.0,19.8,6.59,6.63
2024-04-18 09:20:30,49.2,26.3,9.80,13.1
2024-04-18 09:20:45,60.4,33.0,12.0,15.4
2024-04-18 09:21:00,32.5,16.1,6.51,9.86
2024-04-18 09:21:15,32.6,16.3,6.47,9.82
2024-04-18 09:21:30,30.6,16.5,7.65,6.48
2024-04-18 09:21:45,16.3,8.60,4.40,3.30
2024-04-18 09:22:00,42.6,24.2,9.77,8.61
2024-04-18 09:22:15,59.0,33.8,13.1,12.1
2024-04-18 09:22:30,50.9,29.2,10.8,10.9
2024-04-18 09:22:45,109,58.6,25.2,24.8
2024-04-18 09:23:00,254,127,61.5,65.9
2024-04-18 09:23:15,353,176,86.8,90.1
2024-04-18 09:23:30,1166,580,294,292
2024-04-18 09:23:45,1238,628,300,311
2024-04-18 09:24:00,1450,753,337,360
2024-04-18 09:24:15,1454,744,345,365
