"Time","All machines","machine69","machine70"
2024-04-18 09:18:15,0,0,0
2024-04-18 09:18:30,0,0,0
2024-04-18 09:18:45,0,0,0
2024-04-18 09:19:00,0,0,0
2024-04-18 09:19:15,0,0,0
2024-04-18 09:19:30,0,0,0
2024-04-18 09:19:45,0,0,0
2024-04-18 09:20:00,5.44,5.44,0
2024-04-18 09:20:15,33.0,33.1,0
2024-04-18 09:20:30,49.2,49.1,0
2024-04-18 09:20:45,60.4,60.8,0
2024-04-18 09:21:00,32.5,32.1,0
2024-04-18 09:21:15,32.6,32.5,0
2024-04-18 09:21:30,30.6,28.3,0
2024-04-18 09:21:45,16.3,16.3,0
2024-04-18 09:22:00,42.6,43.0,0
2024-04-18 09:22:15,59.0,59.0,0
2024-04-18 09:22:30,50.9,51.4,0
2024-04-18 09:22:45,109,109,0
2024-04-18 09:23:00,254,253,0
2024-04-18 09:23:15,353,345,0
2024-04-18 09:23:30,1166,1177,0
2024-04-18 09:23:45,1238,1238,0
2024-04-18 09:24:00,1450,1443,0
2024-04-18 09:24:15,1454,1171,0
