"Time","Total","Peers","Orderers"
2024-04-18 09:18:15,0.00223,0.00112,0.00111
2024-04-18 09:18:30,0.00223,0.00112,0.00111
2024-04-18 09:18:45,0.00223,0.00112,0.00111
2024-04-18 09:19:00,0.00223,0.00112,0.00111
2024-04-18 09:19:15,0.00223,0.00112,0.00111
2024-04-18 09:19:30,0.00225,0.00113,0.00111
2024-04-18 09:19:45,0.00225,0.00113,0.00111
2024-04-18 09:20:00,0.00225,0.00113,0.00111
2024-04-18 09:20:15,0.0125,0.0107,0.00174
2024-04-18 09:20:30,0.0125,0.0107,0.00174
2024-04-18 09:20:45,0.0320,0.0301,0.00190
2024-04-18 09:21:00,0.0320,0.0301,0.00190
2024-04-18 09:21:15,0.0783,0.0729,0.00535
2024-04-18 09:21:30,0.0785,0.0729,0.00557
2024-04-18 09:21:45,0.105,0.0995,0.00578
2024-04-18 09:22:00,0.105,0.0995,0.00578
2024-04-18 09:22:15,0.125,0.116,0.00922
2024-04-18 09:22:30,0.152,0.143,0.00945
2024-04-18 09:22:45,0.179,0.169,0.00966
2024-04-18 09:23:00,0.179,0.169,0.00966
2024-04-18 09:23:15,0.199,0.186,0.0133
2024-04-18 09:23:30,0.226,0.212,0.0133
2024-04-18 09:23:45,0.253,0.239,0.0135
2024-04-18 09:24:00,0.253,0.239,0.0135
2024-04-18 09:24:15,0.289,0.273,0.0166
