"Time","machine69","machine70","All Machines","machine77"
2024-04-19 19:15:00,0.00294,0.00877,0.0860,0.0531
2024-04-19 19:15:15,0.00864,0.00877,0.0308,0.0134
2024-04-19 19:15:30,0.00864,0.00877,0.0308,0.0134
2024-04-19 19:15:45,0.00864,0.0173,0.0393,0.0134
2024-04-19 19:16:00,0.00864,0.0173,0.0393,0.0134
2024-04-19 19:16:15,0.0147,0.0173,0.0540,0.0220
2024-04-19 19:16:30,0.0147,0.0173,0.0540,0.0220
2024-04-19 19:16:45,0.0147,0.0260,0.0627,0.0220
2024-04-19 19:17:00,0.0147,0.0260,0.0627,0.0220
2024-04-19 19:17:15,0.0217,0.0260,0.0783,0.0306
2024-04-19 19:17:30,0.0217,0.0260,0.0783,0.0306
2024-04-19 19:17:45,0.0217,0.0346,0.0869,0.0306
2024-04-19 19:18:00,0.0247,0.0346,0.0869,0.0306
