"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 19:15:00,141,15.0,115,11.7
2024-04-19 19:15:15,185,15.0,158,12.8
2024-04-19 19:15:30,185,17.1,155,13.7
2024-04-19 19:15:45,110,21.3,70.6,18.0
2024-04-19 19:16:00,26.6,12.7,2.11,11.8
2024-04-19 19:16:15,23.4,11.8,2.11,9.53
2024-04-19 19:16:30,11.7,6.40,1.05,4.21
2024-04-19 19:16:45,7.58,4.30,1.07,2.21
2024-04-19 19:17:00,5.31,3.17,1.05,1.08
2024-04-19 19:17:15,5.30,3.15,1.07,1.07
2024-04-19 19:17:30,6.32,4.22,1.07,1.03
2024-04-19 19:17:45,4.26,3.21,0,1.05
2024-04-19 19:18:00,9.56,5.36,2.11,2.09
