"Time","machine69","machine70","All Machines","machine77"
2024-04-19 19:15:00,0.0184,0.0549,0.269,0.166
2024-04-19 19:15:15,0.0541,0.0549,0.0964,0.0418
2024-04-19 19:15:30,0.0541,0.0549,0.0964,0.0418
2024-04-19 19:15:45,0.0541,0.108,0.123,0.0418
2024-04-19 19:16:00,0.0541,0.108,0.123,0.0418
2024-04-19 19:16:15,0.0918,0.108,0.169,0.0689
2024-04-19 19:16:30,0.0918,0.108,0.169,0.0689
2024-04-19 19:16:45,0.0918,0.163,0.196,0.0689
2024-04-19 19:17:00,0.0918,0.163,0.196,0.0689
2024-04-19 19:17:15,0.136,0.163,0.245,0.0960
2024-04-19 19:17:30,0.136,0.163,0.245,0.0960
2024-04-19 19:17:45,0.136,0.217,0.272,0.0960
2024-04-19 19:18:00,0.155,0.217,0.272,0.0960
