"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 19:15:00,11568,5822,3017,2729
2024-04-19 19:15:15,16131,7924,4349,3857
2024-04-19 19:15:30,16375,8088,4387,3900
2024-04-19 19:15:45,16180,7977,4344,3860
2024-04-19 19:16:00,5373,2519,1554,1300
2024-04-19 19:16:15,1023,465,310,248
2024-04-19 19:16:30,490,250,134,106
2024-04-19 19:16:45,289,121,89.6,78.6
2024-04-19 19:17:00,242,101,74.5,66.5
2024-04-19 19:17:15,178,73.1,50.7,54.1
2024-04-19 19:17:30,163,71.5,43.5,48.0
2024-04-19 19:17:45,234,140,50.7,43.4
2024-04-19 19:18:00,2421,1252,588,581
