"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 19:15:00,358311,288374,50069,19868
2024-04-19 19:15:15,368159,297854,50115,20190
2024-04-19 19:15:30,365804,295869,49545,20390
2024-04-19 19:15:45,366045,295542,49917,20587
2024-04-19 19:16:00,373826,302059,50823,20943
2024-04-19 19:16:15,372706,300993,50482,21231
2024-04-19 19:16:30,379447,307571,50339,21538
2024-04-19 19:16:45,379869,307940,50205,21725
2024-04-19 19:17:00,377849,306284,49865,21701
2024-04-19 19:17:15,376356,304674,50108,21575
2024-04-19 19:17:30,375758,304332,50189,21238
2024-04-19 19:17:45,313513,253638,42769,17106
2024-04-19 19:18:00,213189,171830,29705,11654
