"Time","machine69","machine70","All Machines","machine77"
2024-06-13 14:49:45,216,236,688,236
2024-06-13 14:50:00,216,236,688,236
2024-06-13 14:50:15,216,236,688,236
2024-06-13 14:50:30,216,236,688,236
2024-06-13 14:50:45,216,236,688,236
2024-06-13 14:51:00,216,236,688,236
2024-06-13 14:51:15,216,236,688,236
2024-06-13 14:51:30,216,236,689,236
2024-06-13 14:51:45,216,236,689,236
2024-06-13 14:52:00,216,236,689,236
2024-06-13 14:52:15,216,236,689,236
2024-06-13 14:52:30,216,236,689,236
2024-06-13 14:52:45,217,236,689,236
2024-06-13 14:53:00,217,236,689,236
2024-06-13 14:53:15,217,236,689,236
2024-06-13 14:53:30,217,236,689,236
2024-06-13 14:53:45,217,236,689,236
2024-06-13 14:54:00,217,236,690,236
2024-06-13 14:54:15,217,237,690,236
2024-06-13 14:54:30,217,237,690,237
2024-06-13 14:54:45,217,237,690,237
2024-06-13 14:55:00,217,237,690,237
2024-06-13 14:55:15,217,237,690,237
2024-06-13 14:55:30,217,237,690,237
2024-06-13 14:55:45,217,237,690,237
2024-06-13 14:56:00,217,237,690,237
