"Time","Total","Peers","Orderers","Couchsdb"
2024-06-13 14:49:45,210652,2638,3387,352
2024-06-13 14:50:00,216566,3122,3384,489
2024-06-13 14:50:15,212534,2991,3375,283
2024-06-13 14:50:30,216224,2981,3379,289
2024-06-13 14:50:45,221545,2972,3407,287
2024-06-13 14:51:00,238080,5931,5993,252
2024-06-13 14:51:15,1275995,40042,25228,6057
2024-06-13 14:51:30,2026744,67285,42042,10150
2024-06-13 14:51:45,3254913,110168,61552,17036
2024-06-13 14:52:00,3534415,119306,68526,20345
2024-06-13 14:52:15,3490186,116221,68264,20628
2024-06-13 14:52:30,3469709,116209,66715,20805
2024-06-13 14:52:45,3522791,115776,68676,20899
2024-06-13 14:53:00,3543354,117084,68968,20762
2024-06-13 14:53:15,3552364,118507,68857,20677
2024-06-13 14:53:30,3520865,119572,68597,20580
2024-06-13 14:53:45,3583328,121182,68640,20671
2024-06-13 14:54:00,3564470,119774,68054,20897
2024-06-13 14:54:15,3589927,119367,68385,21130
2024-06-13 14:54:30,3596096,118088,68736,21137
2024-06-13 14:54:45,3606175,118872,69418,21027
2024-06-13 14:55:00,3279164,112828,62257,19715
2024-06-13 14:55:15,2640090,88855,50707,15780
2024-06-13 14:55:30,1842500,64631,34852,10559
2024-06-13 14:55:45,625835,17782,11534,2868
2024-06-13 14:56:00,202617,2312,3229,125
