"Time","Total","Peers","Orderers","Couchsdb"
2024-06-13 14:49:45,243391,2591,3312,383
2024-06-13 14:50:00,249747,2966,3300,649
2024-06-13 14:50:15,244787,2817,3300,406
2024-06-13 14:50:30,249460,2812,3308,432
2024-06-13 14:50:45,253031,2734,3340,453
2024-06-13 14:51:00,269258,5798,6248,373
2024-06-13 14:51:15,1340866,41225,24313,4946
2024-06-13 14:51:30,2127759,70067,41081,7915
2024-06-13 14:51:45,3411513,115941,59662,13293
2024-06-13 14:52:00,3722986,126614,65078,15134
2024-06-13 14:52:15,3689848,125211,64945,15219
2024-06-13 14:52:30,3663421,125533,62573,15257
2024-06-13 14:52:45,3773728,125673,65248,15232
2024-06-13 14:53:00,3801267,126624,65681,15082
2024-06-13 14:53:15,3808623,127286,66153,15258
2024-06-13 14:53:30,3724664,128178,66601,15271
2024-06-13 14:53:45,3784497,129956,66866,15385
2024-06-13 14:54:00,3764758,129824,65907,15279
2024-06-13 14:54:15,3790459,132207,67287,15078
2024-06-13 14:54:30,3796507,130969,67540,15129
2024-06-13 14:54:45,3799147,130576,67347,15072
2024-06-13 14:55:00,3465620,121014,59549,14287
2024-06-13 14:55:15,2791013,94455,48518,11346
2024-06-13 14:55:30,1948500,68712,32846,7593
2024-06-13 14:55:45,685383,18715,11663,2054
2024-06-13 14:56:00,234868,2280,3156,98.7
