"Time","Total","Peers","Orderers","Couchsdb"
2024-06-13 14:49:45,27.9,0,0,2.21
2024-06-13 14:50:00,18.9,0,0,0
2024-06-13 14:50:15,13.7,0,0,0
2024-06-13 14:50:30,25.0,0,20.2,0
2024-06-13 14:50:45,19.5,0,19.5,0
2024-06-13 14:51:00,41.4,0,21.4,0
2024-06-13 14:51:15,87.6,0,0,0
2024-06-13 14:51:30,104,0,0,0
2024-06-13 14:51:45,78.5,0,0,0
2024-06-13 14:52:00,248,67.1,21.6,23.9
2024-06-13 14:52:15,549,62.6,20.8,21.7
2024-06-13 14:52:30,594,68.7,23.1,23.9
2024-06-13 14:52:45,345,1.20,1.05,0
2024-06-13 14:53:00,19.8,1.15,1.14,0
2024-06-13 14:53:15,23.4,0,0,0
2024-06-13 14:53:30,27.2,0,0,0
2024-06-13 14:53:45,25.9,0,0,0
2024-06-13 14:54:00,23.1,0,0,0
2024-06-13 14:54:15,22.2,0,0,0
2024-06-13 14:54:30,182,0,0,0
2024-06-13 14:54:45,194,0,0,0
2024-06-13 14:55:00,198,0,0,0
2024-06-13 14:55:15,204,0,2.06,0
2024-06-13 14:55:30,13.0,0,2.29,0
2024-06-13 14:55:45,5.49,0,2.07,0
2024-06-13 14:56:00,1.14,0,0,0
