"Time","Total","Peers","Orderers","Couchsdb"
2024-06-13 14:49:45,0,0,0,0
2024-06-13 14:50:00,0,0,0,0
2024-06-13 14:50:15,0,0,0,0
2024-06-13 14:50:30,0,0,0,0
2024-06-13 14:50:45,0,0,0,0
2024-06-13 14:51:00,0,0,0,0
2024-06-13 14:51:15,1032,54.0,55.7,101
2024-06-13 14:51:30,1164,66.2,63.6,109
2024-06-13 14:51:45,1827,90.8,89.5,126
2024-06-13 14:52:00,1914,97.0,91.8,62.7
2024-06-13 14:52:15,2442,115,111,78.3
2024-06-13 14:52:30,1920,102,91.7,64.9
2024-06-13 14:52:45,1367,99.0,93.5,67.3
2024-06-13 14:53:00,379,22.8,21.3,15.2
2024-06-13 14:53:15,400,21.6,21.2,14.3
2024-06-13 14:53:30,714,30.8,25.0,16.9
2024-06-13 14:53:45,649,30.1,25.2,16.9
2024-06-13 14:54:00,661,30.9,27.6,17.0
2024-06-13 14:54:15,32.3,2.41,4.71,0
2024-06-13 14:54:30,32.5,2.37,4.78,0
2024-06-13 14:54:45,608,27.5,27.3,16.8
2024-06-13 14:55:00,789,27.4,56.5,18.3
2024-06-13 14:55:15,703,25.5,51.0,16.5
2024-06-13 14:55:30,578,26.2,54.1,17.0
2024-06-13 14:55:45,84.1,7.19,7.23,4.81
2024-06-13 14:56:00,85.7,7.53,7.76,5.16
