"Time","orderers","peers","Total"
2024-06-13 14:49:45,0.383,342,342
2024-06-13 14:50:00,0.396,343,343
2024-06-13 14:50:15,0.396,344,344
2024-06-13 14:50:30,0.396,343,343
2024-06-13 14:50:45,0.396,342,342
2024-06-13 14:51:00,0.422,343,343
2024-06-13 14:51:15,0.591,346,346
2024-06-13 14:51:30,0.731,347,347
2024-06-13 14:51:45,0.977,348,348
2024-06-13 14:52:00,0.944,349,349
2024-06-13 14:52:15,1.19,351,351
2024-06-13 14:52:30,1.35,354,354
2024-06-13 14:52:45,1.24,352,352
2024-06-13 14:53:00,1.40,354,354
2024-06-13 14:53:15,1.62,357,357
2024-06-13 14:53:30,1.49,357,357
2024-06-13 14:53:45,1.71,358,358
2024-06-13 14:54:00,1.87,359,359
2024-06-13 14:54:15,1.82,360,360
2024-06-13 14:54:30,1.96,365,365
2024-06-13 14:54:45,2.18,363,363
2024-06-13 14:55:00,2.05,362,362
2024-06-13 14:55:15,2.14,363,363
2024-06-13 14:55:30,2.14,361,361
2024-06-13 14:55:45,2.15,362,362
2024-06-13 14:56:00,2.15,361,361
